time,value,is_anomaly
2022-06-17T11:17:42Z,19.39,False
2022-06-17T11:17:43Z,25.19,False
2022-06-17T11:17:44Z,17.86,False
2022-06-17T11:17:45Z,27.33,False
2022-06-17T11:17:46Z,20.3,False
2022-06-17T11:17:47Z,23.54,False
2022-06-17T11:17:48Z,21.97,False
2022-06-17T11:17:49Z,23.58,False
2022-06-17T11:17:50Z,21.81,False
2022-06-17T11:17:51Z,20.11,False
2022-06-17T11:17:52Z,21.63,False
2022-06-17T11:17:53Z,21.65,False
2022-06-17T11:17:54Z,20.89,False
2022-06-17T11:17:55Z,24.26,False
2022-06-17T11:17:56Z,25.01,False
2022-06-17T11:17:57Z,20.85,False
2022-06-17T11:17:58Z,22.86,False
2022-06-17T11:17:59Z,21.12,False
2022-06-17T11:18:00Z,21.88,False
2022-06-17T11:18:01Z,18.42,False
2022-06-17T11:18:02Z,23.85,False
2022-06-17T11:18:03Z,21.85,False
2022-06-17T11:18:04Z,21.66,False
2022-06-17T11:18:06Z,20.36,False
2022-06-17T11:18:07Z,23.39,False
2022-06-17T11:18:08Z,21.9,False
2022-06-17T11:18:09Z,22.62,False
2022-06-17T11:18:10Z,20.77,False
2022-06-17T11:18:11Z,30.49,False
2022-06-17T11:18:12Z,16.06,False
2022-06-17T11:18:13Z,21.87,False
2022-06-17T11:18:14Z,21.25,False
2022-06-17T11:18:15Z,27.52,False
2022-06-17T11:18:16Z,27.39,False
2022-06-17T11:18:17Z,27.95,False
2022-06-17T11:18:18Z,19.94,False
2022-06-17T11:18:19Z,25.68,False
2022-06-17T11:18:20Z,28.88,False
2022-06-17T11:18:21Z,25.62,False
2022-06-17T11:18:22Z,25.72,False
2022-06-17T11:18:23Z,21.38,False
2022-06-17T11:18:24Z,22.66,False
2022-06-17T11:18:25Z,22.25,False
2022-06-17T11:18:26Z,20.44,False
2022-06-17T11:18:28Z,21.51,False
2022-06-17T11:18:29Z,21.47,False
2022-06-17T11:18:30Z,17.52,False
2022-06-17T11:18:31Z,22.65,False
2022-06-17T11:18:32Z,23.38,False
2022-06-17T11:18:33Z,24.26,False
2022-06-17T11:18:34Z,21.22,False
2022-06-17T11:18:35Z,26.77,False
2022-06-17T11:18:36Z,28.07,False
2022-06-17T11:18:37Z,22.0,False
2022-06-17T11:18:38Z,19.93,False
2022-06-17T11:18:39Z,22.46,False
2022-06-17T11:18:40Z,21.49,False
2022-06-17T11:18:41Z,23.05,False
2022-06-17T11:18:42Z,24.56,False
2022-06-17T11:18:43Z,26.7,False
2022-06-17T11:18:44Z,21.29,False
2022-06-17T11:18:45Z,27.11,False
2022-06-17T11:18:46Z,21.93,False
2022-06-17T11:18:47Z,24.86,False
2022-06-17T11:18:48Z,23.53,False
2022-06-17T11:18:49Z,23.26,False
2022-06-17T11:18:51Z,24.87,False
2022-06-17T11:18:52Z,21.51,False
2022-06-17T11:18:53Z,21.65,False
2022-06-17T11:18:54Z,23.02,False
2022-06-17T11:18:55Z,29.82,False
2022-06-17T11:18:56Z,27.85,False
2022-06-17T11:18:57Z,24.35,False
2022-06-17T11:18:58Z,18.44,False
2022-06-17T11:18:59Z,17.01,False
2022-06-17T11:19:00Z,26.85,False
2022-06-17T11:19:01Z,20.01,False
2022-06-17T11:19:02Z,17.25,False
2022-06-17T11:19:03Z,17.95,False
2022-06-17T11:19:04Z,24.4,False
2022-06-17T11:19:05Z,23.7,False
2022-06-17T11:19:06Z,20.23,False
2022-06-17T11:19:07Z,27.23,False
2022-06-17T11:19:08Z,22.78,False
2022-06-17T11:19:09Z,24.25,False
2022-06-17T11:19:10Z,32.17,False
2022-06-17T11:19:11Z,27.54,False
2022-06-17T11:19:12Z,29.0,False
2022-06-17T11:19:13Z,28.41,False
2022-06-17T11:19:15Z,25.31,False
2022-06-17T11:19:16Z,30.87,False
2022-06-17T11:19:17Z,29.65,False
2022-06-17T11:19:18Z,19.18,False
2022-06-17T11:19:19Z,27.23,False
2022-06-17T11:19:20Z,15.14,False
2022-06-17T11:19:21Z,28.44,False
2022-06-17T11:19:22Z,29.19,False
2022-06-17T11:19:23Z,24.48,False
2022-06-17T11:19:24Z,26.08,False
2022-06-17T11:19:25Z,22.18,False
2022-06-17T11:19:26Z,23.99,False
2022-06-17T11:19:27Z,22.9,False
2022-06-17T11:19:28Z,28.02,False
2022-06-17T11:19:29Z,20.32,False
2022-06-17T11:19:30Z,24.31,False
2022-06-17T11:19:31Z,27.12,False
2022-06-17T11:19:32Z,23.18,False
2022-06-17T11:19:33Z,26.48,False
2022-06-17T11:19:34Z,21.43,False
2022-06-17T11:19:35Z,30.42,False
2022-06-17T11:19:36Z,19.99,False
2022-06-17T11:19:37Z,19.27,False
2022-06-17T11:19:38Z,19.59,False
2022-06-17T11:19:40Z,27.91,False
2022-06-17T11:19:41Z,30.52,False
2022-06-17T11:19:42Z,25.16,False
2022-06-17T11:19:43Z,27.57,False
2022-06-17T11:19:44Z,30.67,False
2022-06-17T11:19:45Z,29.44,False
2022-06-17T11:19:46Z,24.74,False
2022-06-17T11:19:47Z,16.32,False
2022-06-17T11:19:48Z,24.17,False
2022-06-17T11:19:49Z,31.66,False
2022-06-17T11:19:50Z,29.34,False
2022-06-17T11:19:51Z,27.78,False
2022-06-17T11:19:52Z,28.46,False
2022-06-17T11:19:53Z,28.87,False
2022-06-17T11:19:54Z,23.97,False
2022-06-17T11:19:55Z,29.15,False
2022-06-17T11:19:56Z,23.14,False
2022-06-17T11:19:57Z,23.3,False
2022-06-17T11:19:58Z,24.69,False
2022-06-17T11:19:59Z,28.47,False
2022-06-17T11:20:00Z,20.41,False
2022-06-17T11:20:01Z,27.95,False
2022-06-17T11:20:03Z,31.23,False
2022-06-17T11:20:04Z,26.48,False
2022-06-17T11:20:05Z,27.57,False
2022-06-17T11:20:06Z,24.83,False
2022-06-17T11:20:07Z,23.25,False
2022-06-17T11:20:08Z,32.63,False
2022-06-17T11:20:09Z,21.23,False
2022-06-17T11:20:10Z,28.72,False
2022-06-17T11:20:11Z,23.8,False
2022-06-17T11:20:12Z,20.0,False
2022-06-17T11:20:13Z,30.46,False
2022-06-17T11:20:14Z,17.88,False
2022-06-17T11:20:15Z,24.99,False
2022-06-17T11:20:16Z,25.32,False
2022-06-17T11:20:17Z,16.0,False
2022-06-17T11:20:18Z,19.39,False
2022-06-17T11:20:19Z,23.34,False
2022-06-17T11:20:20Z,18.85,False
2022-06-17T11:20:21Z,27.13,False
2022-06-17T11:20:22Z,25.62,False
2022-06-17T11:20:23Z,20.18,False
2022-06-17T11:20:24Z,24.88,False
2022-06-17T11:20:26Z,24.75,False
2022-06-17T11:20:27Z,20.83,False
2022-06-17T11:20:28Z,23.83,False
2022-06-17T11:20:29Z,30.39,False
2022-06-17T11:20:30Z,24.98,False
2022-06-17T11:20:31Z,27.86,False
2022-06-17T11:20:32Z,28.74,False
2022-06-17T11:20:33Z,23.21,False
2022-06-17T11:20:34Z,24.18,False
2022-06-17T11:20:35Z,26.57,False
2022-06-17T11:20:36Z,23.06,False
2022-06-17T11:20:37Z,25.2,False
2022-06-17T11:20:38Z,17.18,False
2022-06-17T11:20:39Z,22.78,False
2022-06-17T11:20:40Z,22.52,False
2022-06-17T11:20:41Z,28.07,False
2022-06-17T11:20:42Z,18.5,False
2022-06-17T11:20:43Z,26.12,False
2022-06-17T11:20:45Z,27.37,False
2022-06-17T11:20:46Z,22.11,False
2022-06-17T11:20:47Z,23.97,False
2022-06-17T11:20:48Z,25.18,False
2022-06-17T11:20:49Z,27.42,False
2022-06-17T11:20:50Z,27.61,False
2022-06-17T11:20:51Z,22.61,False
2022-06-17T11:20:52Z,28.37,False
2022-06-17T11:20:53Z,28.63,False
2022-06-17T11:20:54Z,19.81,False
2022-06-17T11:20:55Z,22.52,False
2022-06-17T11:20:56Z,28.18,False
2022-06-17T11:20:57Z,24.1,False
2022-06-17T11:20:58Z,23.45,False
2022-06-17T11:20:59Z,25.19,False
2022-06-17T11:21:00Z,22.87,False
2022-06-17T11:21:01Z,25.78,False
2022-06-17T11:21:02Z,23.34,False
2022-06-17T11:21:03Z,16.1,False
2022-06-17T11:21:04Z,25.52,False
2022-06-17T11:21:05Z,17.67,False
2022-06-17T11:21:06Z,20.52,False
2022-06-17T11:21:07Z,25.19,False
2022-06-17T11:21:09Z,23.33,False
2022-06-17T11:21:10Z,26.49,False
2022-06-17T11:21:11Z,22.5,False
2022-06-17T11:21:12Z,28.43,False
2022-06-17T11:21:13Z,21.77,False
2022-06-17T11:21:14Z,28.19,False
2022-06-17T11:21:15Z,26.55,False
2022-06-17T11:21:16Z,23.34,False
2022-06-17T11:21:17Z,24.4,False
2022-06-17T11:21:18Z,28.22,False
2022-06-17T11:21:19Z,24.96,False
2022-06-17T11:21:20Z,29.51,False
2022-06-17T11:21:21Z,27.02,False
2022-06-17T11:21:22Z,19.93,False
2022-06-17T11:21:23Z,27.43,False
2022-06-17T11:21:24Z,24.77,False
2022-06-17T11:21:25Z,21.52,False
2022-06-17T11:21:26Z,24.13,False
2022-06-17T11:21:27Z,22.42,False
2022-06-17T11:21:28Z,29.34,False
2022-06-17T11:21:29Z,25.65,False
2022-06-17T11:21:30Z,30.66,False
2022-06-17T11:21:31Z,24.36,False
2022-06-17T11:21:33Z,27.61,False
2022-06-17T11:21:34Z,24.37,False
2022-06-17T11:21:35Z,23.58,False
2022-06-17T11:21:36Z,21.49,False
2022-06-17T11:21:37Z,27.98,False
2022-06-17T11:21:38Z,23.22,False
2022-06-17T11:21:39Z,25.05,False
2022-06-17T11:21:40Z,19.91,False
2022-06-17T11:21:41Z,23.61,False
2022-06-17T11:21:42Z,15.23,False
2022-06-17T11:21:43Z,25.18,False
2022-06-17T11:21:44Z,23.8,False
2022-06-17T11:21:45Z,26.56,False
2022-06-17T11:21:46Z,24.41,False
2022-06-17T11:21:47Z,25.81,False
2022-06-17T11:21:48Z,28.01,False
2022-06-17T11:21:49Z,22.68,False
2022-06-17T11:21:50Z,26.4,False
2022-06-17T11:21:51Z,25.98,False
2022-06-17T11:21:52Z,23.82,False
2022-06-17T11:21:53Z,24.9,False
2022-06-17T11:21:54Z,23.19,False
2022-06-17T11:21:56Z,24.12,False
2022-06-17T11:21:57Z,24.81,False
2022-06-17T11:21:58Z,23.71,False
2022-06-17T11:21:59Z,26.14,False
2022-06-17T11:22:00Z,24.91,False
2022-06-17T11:22:01Z,23.12,False
2022-06-17T11:22:02Z,24.16,False
2022-06-17T11:22:03Z,25.11,False
2022-06-17T11:22:04Z,22.08,False
2022-06-17T11:22:05Z,26.79,False
2022-06-17T11:22:06Z,23.73,False
2022-06-17T11:22:07Z,22.49,False
2022-06-17T11:22:08Z,25.25,False
2022-06-17T11:22:09Z,26.76,False
2022-06-17T11:22:10Z,23.16,False
2022-06-17T11:22:11Z,25.12,False
2022-06-17T11:22:12Z,26.35,False
2022-06-17T11:22:13Z,20.08,False
2022-06-17T11:22:14Z,28.0,False
2022-06-17T11:22:15Z,29.8,False
2022-06-17T11:22:16Z,24.17,False
2022-06-17T11:22:17Z,21.3,False
2022-06-17T11:22:19Z,30.11,False
2022-06-17T11:22:20Z,23.72,False
2022-06-17T11:22:21Z,23.41,False
2022-06-17T11:22:22Z,23.26,False
2022-06-17T11:22:23Z,25.16,False
2022-06-17T11:22:24Z,26.65,False
2022-06-17T11:22:25Z,20.02,False
2022-06-17T11:22:26Z,22.55,False
2022-06-17T11:22:27Z,29.07,False
2022-06-17T11:22:28Z,26.54,False
2022-06-17T11:22:29Z,24.56,False
2022-06-17T11:22:30Z,24.96,False
2022-06-17T11:22:31Z,25.85,False
2022-06-17T11:22:32Z,25.04,False
2022-06-17T11:22:33Z,24.55,False
2022-06-17T11:22:34Z,21.65,False
2022-06-17T11:22:35Z,24.43,False
2022-06-17T11:22:36Z,24.91,False
2022-06-17T11:22:37Z,27.35,False
2022-06-17T11:22:38Z,26.09,False
2022-06-17T11:22:39Z,24.18,False
2022-06-17T11:22:40Z,22.63,False
2022-06-17T11:22:41Z,15.62,False
2022-06-17T11:22:43Z,23.98,False
2022-06-17T11:22:44Z,26.2,False
2022-06-17T11:22:45Z,22.58,False
2022-06-17T11:22:46Z,24.75,False
2022-06-17T11:22:47Z,24.51,False
2022-06-17T11:22:48Z,33.03,False
2022-06-17T11:22:49Z,25.37,False
2022-06-17T11:22:50Z,26.15,False
2022-06-17T11:22:51Z,24.46,False
2022-06-17T11:22:52Z,26.83,False
2022-06-17T11:22:53Z,24.19,False
2022-06-17T11:22:54Z,23.55,False
2022-06-17T11:22:55Z,26.92,False
2022-06-17T11:22:56Z,23.78,False
2022-06-17T11:22:57Z,26.89,False
2022-06-17T11:22:58Z,26.14,False
2022-06-17T11:22:59Z,23.91,False
2022-06-17T11:23:00Z,23.42,False
2022-06-17T11:23:01Z,23.25,False
2022-06-17T11:23:02Z,22.6,False
2022-06-17T11:23:03Z,21.16,False
2022-06-17T11:23:04Z,22.97,False
2022-06-17T11:23:05Z,25.34,False
2022-06-17T11:23:07Z,24.02,False
2022-06-17T11:23:08Z,23.63,False
2022-06-17T11:23:09Z,23.65,False
2022-06-17T11:23:10Z,25.73,False
2022-06-17T11:23:11Z,23.12,False
2022-06-17T11:23:12Z,26.18,False
2022-06-17T11:23:13Z,24.11,False
2022-06-17T11:23:14Z,25.5,False
2022-06-17T11:23:15Z,25.78,False
2022-06-17T11:23:16Z,23.24,False
2022-06-17T11:23:17Z,28.12,False
2022-06-17T11:23:18Z,28.85,False
2022-06-17T11:23:19Z,20.9,False
2022-06-17T11:23:20Z,26.34,False
2022-06-17T11:23:21Z,24.19,False
2022-06-17T11:23:22Z,28.08,False
2022-06-17T11:23:23Z,26.81,False
2022-06-17T11:23:24Z,26.78,False
2022-06-17T11:23:25Z,26.18,False
2022-06-17T11:23:26Z,24.28,False
2022-06-17T11:23:27Z,27.03,False
2022-06-17T11:23:28Z,22.9,False
2022-06-17T11:23:29Z,25.58,False
2022-06-17T11:23:31Z,23.91,False
2022-06-17T11:23:32Z,24.45,False
2022-06-17T11:23:33Z,25.29,False
2022-06-17T11:23:34Z,24.48,False
2022-06-17T11:23:35Z,23.04,False
2022-06-17T11:23:36Z,28.33,False
2022-06-17T11:23:37Z,26.45,False
2022-06-17T11:23:38Z,26.13,False
2022-06-17T11:23:39Z,26.24,False
2022-06-17T11:23:40Z,24.49,False
2022-06-17T11:23:41Z,26.28,False
2022-06-17T11:23:42Z,25.61,False
2022-06-17T11:23:43Z,23.65,False
2022-06-17T11:23:44Z,21.63,False
2022-06-17T11:23:45Z,29.18,False
2022-06-17T11:23:46Z,25.82,False
2022-06-17T11:23:47Z,23.88,False
2022-06-17T11:23:48Z,29.78,False
2022-06-17T11:23:49Z,25.79,False
2022-06-17T11:23:50Z,22.64,False
2022-06-17T11:23:51Z,24.62,False
2022-06-17T11:23:53Z,22.83,False
2022-06-17T11:23:54Z,23.94,False
2022-06-17T11:23:55Z,27.3,False
2022-06-17T11:23:56Z,25.95,False
2022-06-17T11:23:57Z,19.76,False
2022-06-17T11:23:58Z,25.15,False
2022-06-17T11:23:59Z,22.26,False
2022-06-17T11:24:00Z,22.56,False
2022-06-17T11:24:01Z,25.84,False
2022-06-17T11:24:02Z,25.16,False
2022-06-17T11:24:03Z,27.01,False
2022-06-17T11:24:04Z,18.88,False
2022-06-17T11:24:05Z,22.53,False
2022-06-17T11:24:06Z,23.35,False
2022-06-17T11:24:07Z,22.56,False
2022-06-17T11:24:08Z,23.72,False
2022-06-17T11:24:09Z,22.83,False
2022-06-17T11:24:10Z,23.6,False
2022-06-17T11:24:11Z,23.4,False
2022-06-17T11:24:12Z,26.38,False
2022-06-17T11:24:13Z,25.23,False
2022-06-17T11:24:14Z,21.77,False
2022-06-17T11:24:15Z,25.25,False
2022-06-17T11:24:17Z,22.72,False
2022-06-17T11:24:18Z,23.62,False
2022-06-17T11:24:19Z,24.25,False
2022-06-17T11:24:20Z,23.06,False
2022-06-17T11:24:21Z,22.43,False
2022-06-17T11:24:22Z,26.75,False
2022-06-17T11:24:23Z,28.15,False
2022-06-17T11:24:24Z,18.57,False
2022-06-17T11:24:25Z,22.13,False
2022-06-17T11:24:26Z,22.26,False
2022-06-17T11:24:27Z,26.58,False
2022-06-17T11:24:28Z,25.35,False
2022-06-17T11:24:29Z,23.61,False
2022-06-17T11:24:30Z,26.15,False
2022-06-17T11:24:31Z,24.87,False
2022-06-17T11:24:32Z,25.49,False
2022-06-17T11:24:33Z,23.48,False
2022-06-17T11:24:34Z,25.61,False
2022-06-17T11:24:35Z,23.36,False
2022-06-17T11:24:36Z,23.34,False
2022-06-17T11:24:37Z,24.81,False
2022-06-17T11:24:38Z,22.96,False
2022-06-17T11:24:40Z,25.91,False
2022-06-17T11:24:41Z,26.45,False
2022-06-17T11:24:42Z,26.9,False
2022-06-17T11:24:43Z,25.29,False
2022-06-17T11:24:44Z,22.98,False
2022-06-17T11:24:45Z,23.55,False
2022-06-17T11:24:46Z,22.16,False
2022-06-17T11:24:47Z,23.68,False
2022-06-17T11:24:48Z,20.61,False
2022-06-17T11:24:49Z,23.19,False
2022-06-17T11:24:50Z,26.32,False
2022-06-17T11:24:51Z,23.66,False
2022-06-17T11:24:52Z,24.61,False
2022-06-17T11:24:53Z,22.98,False
2022-06-17T11:24:54Z,21.78,False
2022-06-17T11:24:55Z,28.1,False
2022-06-17T11:24:56Z,22.23,False
2022-06-17T11:24:57Z,25.76,False
2022-06-17T11:24:58Z,25.65,False
2022-06-17T11:24:59Z,25.47,False
2022-06-17T11:25:00Z,29.92,False
2022-06-17T11:25:01Z,25.59,False
2022-06-17T11:25:02Z,28.0,False
2022-06-17T11:25:03Z,24.15,False
2022-06-17T11:25:05Z,26.62,False
2022-06-17T11:25:06Z,24.18,False
2022-06-17T11:25:07Z,22.08,False
2022-06-17T11:25:08Z,24.42,False
2022-06-17T11:25:09Z,22.17,False
2022-06-17T11:25:10Z,23.54,False
2022-06-17T11:25:11Z,24.09,False
2022-06-17T11:25:12Z,22.05,False
2022-06-17T11:25:13Z,24.88,False
2022-06-17T11:25:14Z,24.74,False
2022-06-17T11:25:15Z,21.83,False
2022-06-17T11:25:16Z,23.34,False
2022-06-17T11:25:17Z,21.59,False
2022-06-17T11:25:18Z,23.4,False
2022-06-17T11:25:19Z,24.04,False
2022-06-17T11:25:20Z,22.89,False
2022-06-17T11:25:21Z,24.08,False
2022-06-17T11:25:22Z,22.17,False
2022-06-17T11:25:23Z,23.34,False
2022-06-17T11:25:24Z,24.19,False
2022-06-17T11:25:25Z,23.73,False
2022-06-17T11:25:27Z,24.82,False
2022-06-17T11:25:28Z,22.98,False
2022-06-17T11:25:29Z,23.5,False
2022-06-17T11:25:30Z,23.97,False
2022-06-17T11:25:31Z,22.8,False
2022-06-17T11:25:32Z,22.99,False
2022-06-17T11:25:33Z,24.29,False
2022-06-17T11:25:34Z,22.98,False
2022-06-17T11:25:35Z,25.59,False
2022-06-17T11:25:36Z,22.22,False
2022-06-17T11:25:37Z,22.18,False
2022-06-17T11:25:38Z,25.12,False
2022-06-17T11:25:39Z,23.4,False
2022-06-17T11:25:40Z,22.69,False
2022-06-17T11:25:41Z,26.46,False
2022-06-17T11:25:42Z,21.71,False
2022-06-17T11:25:43Z,25.62,False
2022-06-17T11:25:44Z,24.95,False
2022-06-17T11:25:45Z,25.02,False
2022-06-17T11:25:46Z,23.59,False
2022-06-17T11:25:47Z,25.18,False
2022-06-17T11:25:48Z,22.43,False
2022-06-17T11:25:49Z,24.04,False
2022-06-17T11:25:50Z,24.7,False
2022-06-17T11:25:52Z,26.15,False
2022-06-17T11:25:53Z,23.45,False
2022-06-17T11:25:54Z,24.43,False
2022-06-17T11:25:55Z,24.31,False
2022-06-17T11:25:56Z,23.3,False
2022-06-17T11:25:57Z,25.76,False
2022-06-17T11:25:58Z,23.9,False
2022-06-17T11:25:59Z,26.68,False
2022-06-17T11:26:00Z,26.87,False
2022-06-17T11:26:01Z,26.89,False
2022-06-17T11:26:02Z,26.99,False
2022-06-17T11:26:03Z,24.14,False
2022-06-17T11:26:04Z,25.82,False
